site,building,storey,id,ifc_type,name,cx,cy,cz,size_x,size_y,size_z,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z
Springfield,Hillside House,Foundation,7945,IfcFooting,FND-045,31.3434,-21.5398,-1.55,0.9714,0.651,0.5,30.9428,-21.7866,-1.8,31.9143,-21.1357,-1.3
Springfield,Hillside House,Foundation,7951,IfcFooting,FND-021,23.6407,-21.5474,-0.675,1.4242,1.473,0.85,22.9287,-22.2839,-1.1,24.3528,-20.8109,-0.25
Springfield,Hillside House,Foundation,7956,IfcFooting,FND-022,30.9982,-29.4605,-2.175,0.7433,0.7407,0.85,30.6265,-29.8308,-2.6,31.3698,-29.0901,-1.75
Springfield,Hillside House,Foundation,7955,IfcFooting,FND-013,34.2649,-21.8146,-2.125,1.4242,1.473,0.95,33.5529,-22.5511,-2.6,34.977,-21.0781,-1.65
Springfield,Hillside House,Foundation,7960,IfcFooting,FND-040,27.6106,-25.817,-1.55,1.0837,1.1069,0.5,27.0687,-26.3704,-1.8,28.1524,-25.2636,-1.3
Springfield,Hillside House,Foundation,7971,IfcFooting,FND-023,25.2001,-23.2245,-0.85,2.5,2.6302,0.5,23.95,-24.5396,-1.1,26.4501,-21.9094,-0.6
Springfield,Hillside House,Foundation,7967,IfcFooting,FND-014,32.9848,-20.4378,-1.6,1.9417,2.0296,0.4,32.014,-21.4526,-1.8,33.9557,-19.423,-1.4
Springfield,Hillside House,Foundation,7975,IfcFooting,FND-059,28.6036,-19.5036,-0.5,2.14,2.2482,0.5,27.5336,-20.6277,-0.75,29.6735,-18.3794,-0.25
Springfield,Hillside House,Foundation,7979,IfcFooting,FND-015,30.8637,-18.1565,-1.023,1.4242,1.473,1.546,30.1516,-18.893,-1.796,31.5758,-17.42,-0.25
Springfield,Hillside House,Foundation,7983,IfcFooting,FND-066,32.1042,-24.1718,-1.825,1.6959,1.6959,0.85,31.2563,-25.0198,-2.25,32.9522,-23.3238,-1.4
Springfield,Hillside House,Foundation,7984,IfcFooting,FND-060,30.8204,-21.2486,-1.025,0.4537,0.788,1.55,30.5149,-21.5575,-1.8,30.9686,-20.7695,-0.25
Springfield,Hillside House,Foundation,7991,IfcFooting,FND-046,29.7209,-26.1473,-1.775,1.872,1.7901,0.95,28.7849,-27.0424,-2.25,30.6569,-25.2522,-1.3
Springfield,Hillside House,Foundation,7992,IfcFooting,FND-065,31.3431,-20.7626,-1.55,1.8653,2.1005,0.5,30.4892,-21.898,-1.8,32.3544,-19.7975,-1.3
Springfield,Hillside House,Foundation,8009,IfcFooting,FND-035,28.2456,-29.876,-1.55,2.4269,2.3582,0.5,26.9777,-31.1054,-1.8,29.4046,-28.7472,-1.3
Springfield,Hillside House,Foundation,8006,IfcFooting,FND-061,29.9964,-21.0009,-1.025,1.2071,1.6111,1.55,29.3078,-21.898,-1.8,30.5149,-20.2869,-0.25
Springfield,Hillside House,Foundation,8005,IfcFooting,FND-064,29.695,-21.69,-0.5,1.5883,1.6144,0.5,28.9008,-22.4972,-0.75,30.4892,-20.8828,-0.25
Springfield,Hillside House,Foundation,8019,IfcFooting,FND-069,34.3642,-26.3308,-2.0,0.3187,0.979,0.5,34.2049,-26.8203,-2.25,34.5235,-25.8413,-1.75
Springfield,Hillside House,Foundation,8014,IfcFooting,FND-056,31.3936,-23.2607,-1.55,1.5,1.5386,0.5,30.6436,-24.03,-1.8,32.1436,-22.4914,-1.3
Springfield,Hillside House,Foundation,8018,IfcFooting,FND-057,26.9761,-17.9001,-0.185,0.848,0.848,1.13,26.5521,-18.324,-0.75,27.4001,-17.4761,0.38
Springfield,Hillside House,Foundation,8023,IfcFooting,FND-041,23.5408,-14.2054,-0.185,0.848,0.848,1.13,23.1168,-14.6293,-0.75,23.9648,-13.7814,0.38
Springfield,Hillside House,Foundation,8027,IfcFooting,FND-047,25.2687,-16.0637,-0.185,0.848,0.848,1.13,24.8447,-16.4877,-0.75,25.6927,-15.6397,0.38
Springfield,Hillside House,Foundation,8031,IfcFooting,FND-036,25.4266,-12.452,-0.185,0.848,0.848,1.13,25.0026,-12.8759,-0.75,25.8506,-12.028,0.38
Springfield,Hillside House,Foundation,8035,IfcFooting,FND-024,39.2588,-29.1534,-2.175,2.4058,2.2574,0.85,38.1921,-30.4183,-2.6,40.5978,-28.1609,-1.75
Springfield,Hillside House,Foundation,8036,IfcFooting,FND-025,27.1545,-14.3103,-0.185,0.848,0.848,1.13,26.7305,-14.7343,-0.75,27.5785,-13.8863,0.38
Springfield,Hillside House,Foundation,8046,IfcFooting,FND-016,28.8619,-16.1467,-0.185,0.848,0.848,1.13,28.4379,-16.5707,-0.75,29.2859,-15.7227,0.38
Springfield,Hillside House,Foundation,8050,IfcFooting,FND-042,37.0968,-26.8282,-2.175,2.4058,2.2574,0.85,35.7577,-27.8207,-2.6,38.1635,-25.5633,-1.75
Springfield,Hillside House,Foundation,8054,IfcFooting,FND-037,37.1214,-28.973,-2.175,2.4549,2.6182,0.85,35.7577,-30.4183,-2.6,38.2126,-27.8002,-1.75
Springfield,Hillside House,Foundation,8075,IfcFooting,FND-048,31.4186,-24.5688,-1.55,1.6807,1.9289,0.5,30.6569,-25.6184,-1.8,32.3376,-23.6895,-1.3
Springfield,Hillside House,Foundation,8058,IfcFooting,FND-017,39.2342,-27.0086,-2.175,2.4549,2.6182,0.85,38.1429,-28.1815,-2.6,40.5978,-25.5633,-1.75
Springfield,Hillside House,Foundation,8062,IfcFooting,FND-018,29.8832,-17.1019,-0.5,1.1552,1.5866,0.5,29.3992,-17.7945,-0.75,30.5544,-16.208,-0.25
Springfield,Hillside House,Foundation,8070,IfcFooting,FND-049,28.2059,-17.7193,-0.5,2.4432,3.0226,0.5,26.9843,-19.2306,-0.75,29.4275,-16.208,-0.25
Springfield,Hillside House,Foundation,8066,IfcFooting,FND-038,26.7594,-24.9016,-1.2,1.4242,1.473,1.2,26.0473,-25.6381,-1.8,27.4715,-24.1651,-0.6
Springfield,Hillside House,Foundation,8074,IfcFooting,FND-067,26.1685,-19.7924,-0.5,2.0196,1.4378,0.5,25.1587,-20.5113,-0.75,27.1783,-19.0735,-0.25
Springfield,Hillside House,Foundation,8086,IfcFooting,FND-050,24.5482,-21.3843,-0.5,0.9185,1.2159,0.5,24.0105,-21.9074,-0.75,24.9289,-20.6915,-0.25
Springfield,Hillside House,Foundation,8082,IfcFooting,FND-062,26.1768,-21.1011,-0.5,1.6624,1.5714,0.5,25.5158,-22.057,-0.75,27.1783,-20.4856,-0.25
Springfield,Hillside House,Foundation,8090,IfcFooting,FND-051,25.2222,-21.374,-0.5,0.6392,1.3655,0.5,24.9024,-22.057,-0.75,25.5415,-20.6915,-0.25
Springfield,Hillside House,Foundation,8091,IfcFooting,FND-043,28.2673,-26.5233,-1.55,1.0353,1.0548,0.5,27.7496,-27.0507,-1.8,28.7849,-25.9959,-1.3
Springfield,Hillside House,Foundation,8096,IfcFooting,FND-052,30.0058,-24.551,-1.55,1.694,1.7943,0.5,28.9886,-25.6184,-1.8,30.6826,-23.8241,-1.3
Springfield,Hillside House,Foundation,8095,IfcFooting,FND-026,27.5333,-28.449,-1.55,1.1114,0.6293,0.5,26.9777,-28.7637,-1.8,28.089,-28.1344,-1.3
Springfield,Hillside House,Foundation,8103,IfcFooting,FND-011,36.477,-29.0804,-2.35,3.225,2.6608,0.5,34.8645,-30.4107,-2.6,38.0894,-27.75,-2.1
Springfield,Hillside House,Foundation,8107,IfcFooting,FND-012,36.4716,-26.6312,-2.175,3.2142,2.2941,0.85,34.8645,-27.7782,-2.6,38.0787,-25.4842,-1.75
Springfield,Hillside House,Foundation,8114,IfcFooting,FND-053,25.8709,-18.7527,-0.5,1.2413,0.8633,0.5,25.1587,-19.0992,-0.75,26.4,-18.236,-0.25
Springfield,Hillside House,Foundation,8115,IfcFooting,FND-044,25.0323,-16.7273,-0.5,3.9606,5.0066,0.5,23.0519,-19.2306,-0.75,27.0126,-14.224,-0.25
Springfield,Hillside House,Foundation,8119,IfcFooting,FND-039,21.4911,-16.077,-0.5,3.5528,3.3316,0.5,19.5274,-17.5556,-0.75,23.0802,-14.224,-0.25
Springfield,Hillside House,Foundation,8126,IfcFooting,FND-027,32.8706,-31.4743,-2.35,3.6199,4.2374,0.5,30.967,-33.6936,-2.6,34.5869,-29.4563,-2.1
Springfield,Hillside House,Foundation,8127,IfcFooting,FND-019,36.2328,-23.9311,-2.175,3.5044,3.3359,0.85,34.5742,-25.5125,-2.6,38.0787,-22.1766,-1.75
Springfield,Hillside House,Foundation,8138,IfcFooting,FND-010,36.1368,-31.8508,-2.35,3.5308,3.3112,0.5,34.5586,-33.6936,-2.6,38.0894,-30.3825,-2.1
Springfield,Hillside House,Foundation,8131,IfcFooting,FND-020,31.7949,-19.158,-1.2,1.2437,1.279,1.2,31.173,-19.7975,-1.8,32.4168,-18.5185,-0.6
Springfield,Hillside House,Foundation,8139,IfcFooting,FND-028,21.5231,-19.2698,-0.5,3.804,3.6581,0.5,19.5274,-21.1854,-0.75,23.3314,-17.5273,-0.25
Springfield,Hillside House,Foundation,8140,IfcFooting,FND-029,29.7057,-28.0704,-2.0,2.6472,2.7884,0.5,28.3821,-29.4646,-2.25,31.0293,-26.6762,-1.75
Springfield,Hillside House,Foundation,8153,IfcFooting,FND-030,20.3655,-20.079,-0.05,3.4884,3.7177,0.5,18.6213,-21.9378,-0.3,22.1097,-18.2202,0.2
Springfield,Hillside House,Foundation,8147,IfcFooting,FND-054,30.4514,-22.8054,-1.55,2.9257,2.0889,0.5,28.9886,-23.8498,-1.8,31.9143,-21.7609,-1.3
Springfield,Hillside House,Foundation,8160,IfcFooting,FND-070,34.9805,-26.6999,-2.0,1.1356,1.5342,0.5,34.4978,-27.3755,-2.25,35.6335,-25.8413,-1.75
Springfield,Hillside House,Foundation,8151,IfcFooting,FND-055,32.0569,-28.4761,-2.0,2.2382,1.7901,0.5,31.0293,-29.4563,-2.25,33.2675,-27.6661,-1.75
Springfield,Hillside House,Foundation,8159,IfcFooting,FND-058,32.6963,-27.4446,-2.0,1.1424,0.4944,0.5,32.125,-27.6919,-2.25,33.2675,-27.1974,-1.75
Springfield,Hillside House,Foundation,8161,IfcFooting,FND-063,33.1302,-26.6043,-2.0,1.6698,1.5782,0.5,32.125,-27.2231,-2.25,33.7948,-25.6449,-1.75
Springfield,Hillside House,Foundation,8168,IfcFooting,FND-068,33.9998,-26.2326,-2.0,0.4615,1.1753,0.5,33.7691,-26.8203,-2.25,34.2306,-25.6449,-1.75
Springfield,Hillside House,Foundation,8172,IfcFooting,FND-031,27.2719,-27.507,-1.55,1.5252,1.3884,0.5,26.5638,-28.1509,-1.8,28.089,-26.7625,-1.3
Springfield,Hillside House,Foundation,8179,IfcFooting,FND-032,26.5102,-26.6877,-1.025,0.576,0.5853,1.55,26.2222,-26.9804,-1.8,26.7981,-26.3951,-0.25
Springfield,Hillside House,Foundation,8183,IfcFooting,FND-033,24.4374,-24.4585,-0.5,4.0382,4.3091,0.5,22.4183,-26.613,-0.75,26.4565,-22.3039,-0.25
Springfield,Hillside House,Foundation,8188,IfcFooting,FND-034,22.264,-22.1209,-0.275,0.7773,0.8019,0.95,21.8753,-22.5218,-0.75,22.6526,-21.72,0.2
Springfield,Hillside House,Foundation,8233,IfcFooting,FND-001,13.3784,-15.4865,1.23,0.7066,0.7066,0.65,13.0251,-15.8398,0.905,13.7318,-15.1332,1.555
Springfield,Hillside House,Foundation,8193,IfcFooting,FND-002,14.5392,-14.4072,1.23,0.7066,0.7066,0.65,14.1859,-14.7605,0.905,14.8925,-14.0539,1.555
Springfield,Hillside House,Foundation,8207,IfcFooting,FND-003,15.7,-13.3279,1.23,0.7066,0.7066,0.65,15.3467,-13.6813,0.905,16.0533,-12.9746,1.555
Springfield,Hillside House,Foundation,8202,IfcFooting,FND-004,14.7982,-17.0134,0.93,0.7066,0.7066,0.65,14.4448,-17.3667,0.605,15.1515,-16.6601,1.255
Springfield,Hillside House,Foundation,8208,IfcFooting,FND-005,15.9589,-15.9342,0.93,0.7066,0.7066,0.65,15.6056,-16.2875,0.605,16.3123,-15.5808,1.255
Springfield,Hillside House,Foundation,8213,IfcFooting,FND-006,17.1197,-14.8549,0.93,0.7066,0.7066,0.65,16.7664,-15.2082,0.605,17.473,-14.5016,1.255
Springfield,Hillside House,Foundation,8218,IfcFooting,FND-007,16.2179,-18.5404,0.48,0.7066,0.7066,0.65,15.8646,-18.8937,0.155,16.5712,-18.1871,0.805
Springfield,Hillside House,Foundation,8223,IfcFooting,FND-008,17.3787,-17.4611,0.48,0.7066,0.7066,0.65,17.0254,-17.8144,0.155,17.732,-17.1078,0.805
Springfield,Hillside House,Foundation,8228,IfcFooting,FND-009,18.6741,-17.0076,0.495,1.7371,1.6548,0.65,17.8056,-17.835,0.17,19.5426,-16.1802,0.82
Springfield,Hillside House,Footing,8268,IfcFooting,FTG-022,31.4557,-23.3054,-0.6575,1.728,1.8052,1.285,30.5917,-24.208,-1.3,32.3197,-22.4028,-0.015
Springfield,Hillside House,Footing,9294,IfcFooting,FTG-033,18.8406,-18.439,0.575,0.3141,0.3218,0.75,18.6835,-18.5999,0.2,18.9977,-18.2781,0.95
Springfield,Hillside House,Footing,9305,IfcFooting,FTG-034,28.2476,-29.8781,-1.175,2.2485,2.3001,0.25,27.0978,-31.0517,-1.3,29.3463,-28.7516,-1.05
Springfield,Hillside House,Footing,9300,IfcFooting,FTG-035,27.5333,-28.449,-1.175,0.8711,0.6205,0.25,27.0978,-28.7593,-1.3,27.9689,-28.1388,-1.05
Springfield,Hillside House,Footing,9363,IfcFooting,FTG-036,20.9434,-20.7006,0.31,3.294,3.5268,0.22,19.2964,-22.4639,0.2,22.5904,-18.9372,0.42
Springfield,Hillside House,Footing,9310,IfcFooting,FTG-037,19.2492,-18.8784,0.3983,0.3141,0.3218,0.3967,19.0921,-19.0393,0.2,19.4062,-18.7175,0.5967
Springfield,Hillside House,Footing,9328,IfcFooting,FTG-038,19.0449,-18.6587,0.4867,0.3141,0.3218,0.5733,18.8878,-18.8196,0.2,19.202,-18.4978,0.7733
Springfield,Hillside House,Footing,9319,IfcFooting,FTG-039,22.6376,-22.5227,0.01,0.3141,0.3218,0.52,22.4805,-22.6837,-0.25,22.7947,-22.3618,0.27
Springfield,Hillside House,Footing,9324,IfcFooting,FTG-040,22.8419,-22.7424,-0.065,0.3141,0.3218,0.37,22.6848,-22.9034,-0.25,22.999,-22.5815,0.12
Springfield,Hillside House,Footing,9334,IfcFooting,FTG-041,24.8125,-24.8619,-0.14,3.8468,4.1213,0.22,22.8891,-26.9225,-0.25,26.7359,-22.8012,-0.03
Springfield,Hillside House,Footing,9335,IfcFooting,FTG-042,26.7831,-26.9813,-0.75,0.3141,0.3218,1.1,26.626,-27.1422,-1.3,26.9402,-26.8204,-0.2
Springfield,Hillside House,Footing,9349,IfcFooting,FTG-043,26.9874,-27.201,-0.835,0.3141,0.3218,0.93,26.8303,-27.3619,-1.3,27.1444,-27.0401,-0.37
Springfield,Hillside House,Footing,9344,IfcFooting,FTG-044,27.1916,-27.4207,-0.92,0.3141,0.3218,0.76,27.0346,-27.5816,-1.3,27.3487,-27.2598,-0.54
Springfield,Hillside House,Footing,9351,IfcFooting,FTG-045,27.3959,-27.6404,-1.005,0.3141,0.3218,0.59,27.2389,-27.8013,-1.3,27.553,-27.4795,-0.71
Springfield,Hillside House,Footing,9350,IfcFooting,FTG-046,27.6002,-27.8601,-1.09,0.3141,0.3218,0.42,27.4431,-28.021,-1.3,27.7573,-27.6992,-0.88
Springfield,Hillside House,Footing,9377,IfcFooting,FTG-047,27.7826,-28.0563,-1.175,0.3215,0.2276,0.25,27.6474,-28.1465,-1.3,27.9689,-27.9189,-1.05
Springfield,Hillside House,Ground Floor,9606,IfcWallStandardCase,WAL-I-012,31.2605,-23.5213,-0.6525,1.3861,1.4822,1.275,30.5675,-24.2624,-1.29,31.9535,-22.7802,-0.015
Springfield,Hillside House,Ground Floor,9674,IfcDoor,DOR-010,27.1757,-25.485,0.9619,1.3583,1.4118,2.55,26.4397,-26.0363,0.0,27.798,-24.6246,2.55
Springfield,Hillside House,Ground Floor,9740,IfcWindow,WDW-001,28.235,-26.5047,1.6995,0.6847,0.6862,1.505,27.8796,-26.86,1.045,28.5643,-26.1738,2.55
Springfield,Hillside House,Ground Floor,9710,IfcDiscreteAccessory,STL-023,26.2623,-26.4212,2.1152,0.0199,0.02,4.2903,26.2523,-26.4311,-0.03,26.2722,-26.4112,4.2603
Springfield,Hillside House,Ground Floor,9733,IfcWall,WAL-E-006,30.2463,-28.8555,0.3192,2.5447,2.5229,2.955,28.7528,-29.8027,-1.29,31.2975,-27.2799,1.665
Springfield,Hillside House,Ground Floor,9860,IfcDoor,DOR-011,30.1677,-28.7945,0.0501,3.0535,3.6051,2.4,28.7454,-30.7079,-1.05,31.7989,-27.1028,1.35
Springfield,Hillside House,Ground Floor,9776,IfcWall,WAL-I-021,30.7512,-21.6189,0.1452,0.8345,0.7908,0.2924,30.4618,-21.9498,0.0,31.2963,-21.159,0.2924
Springfield,Hillside House,Ground Floor,9924,IfcWall,WAL-I-004,27.8779,-21.3372,1.6435,1.5561,1.6629,3.9923,27.0582,-22.1238,-0.015,28.6143,-20.4609,3.9773
Springfield,Hillside House,Ground Floor,9951,IfcDoor,DOR-004,28.0674,-21.4308,1.0003,0.6508,0.6909,2.1,27.4756,-21.4873,0.0,28.1264,-20.7965,2.1
Springfield,Hillside House,Ground Floor,9984,IfcWallStandardCase,WAL-I-013,30.1649,-24.5909,-0.6525,1.4869,1.5394,1.275,29.447,-25.3608,-1.29,30.9339,-23.8215,-0.015
Springfield,Hillside House,Ground Floor,9994,IfcWall,WAL-I-035,26.5554,-20.9282,1.3917,1.6207,1.5168,3.7725,25.5108,-21.9045,-0.014,27.1314,-20.3877,3.7585
Springfield,Hillside House,Ground Floor,10044,IfcWindow,WDW-008,21.6493,-19.5683,1.7487,2.0331,2.4885,1.505,20.6096,-20.8431,1.045,22.6427,-18.3546,2.55
Springfield,Hillside House,Ground Floor,10054,IfcWindow,WDW-008,23.7459,-21.8233,1.7487,2.0331,2.4885,1.505,22.7062,-23.0981,1.045,24.7393,-20.6096,2.55
Springfield,Hillside House,Ground Floor,10112,IfcWall,WAL-E-008,36.3114,-31.8554,0.0878,3.7066,3.487,3.415,34.3996,-33.6363,-1.75,38.1061,-30.1493,1.665
Springfield,Hillside House,Ground Floor,10132,IfcWindow,WDW-001,37.3406,-30.8599,-0.7785,1.5724,1.1886,2.4,36.5762,-31.5065,-1.5,38.1485,-30.318,0.9
Springfield,Hillside House,Ground Floor,10187,IfcWindow,WDW-009,35.6036,-32.6149,-0.4693,2.1841,2.3605,2.4,34.7121,-33.5228,-1.5,36.8962,-31.1623,0.9
Springfield,Hillside House,Ground Floor,10194,IfcWall,WAL-E-019,36.296,-28.5671,-0.06,3.0235,2.9357,3.405,35.0758,-30.3401,-1.74,38.0993,-27.4044,1.665
Springfield,Hillside House,Ground Floor,10235,IfcWindow,WDW-001,37.0922,-29.4519,-0.52,2.1419,1.9334,2.4,36.0067,-30.3421,-1.5,38.1485,-28.4087,0.9
Springfield,Hillside House,Ground Floor,10242,IfcWall,WAL-E-020,36.9196,-26.3584,0.0993,2.7252,2.3567,2.955,35.2589,-27.7046,-1.29,37.9841,-25.348,1.665
Springfield,Hillside House,Ground Floor,10295,IfcWindow,WDW-006,36.6607,-26.4656,0.3054,1.4186,1.3656,1.055,35.9635,-27.1614,-0.155,37.3821,-25.7958,0.9
Springfield,Hillside House,Ground Floor,10369,IfcWindow,WDW-003,28.8768,-17.0805,1.8701,0.7594,0.7528,1.205,28.4849,-17.4439,1.345,29.2444,-16.6911,2.55
Springfield,Hillside House,Ground Floor,10399,IfcDoor,DOR-006,28.0915,-17.7003,1.3856,1.0456,1.0178,2.1,27.381,-18.4697,0.45,28.4266,-17.4519,2.55
Springfield,Hillside House,Ground Floor,10421,IfcWall,WAL-I-033,23.9921,-17.9846,1.8922,3.0341,2.831,2.9822,22.122,-19.7284,0.435,25.1561,-16.8974,3.4172
Springfield,Hillside House,Ground Floor,10428,IfcDoor,DOR-004,24.5562,-17.4222,1.4654,0.7272,0.6861,2.1,24.4289,-17.5834,0.45,25.1561,-16.8974,2.55
Springfield,Hillside House,Ground Floor,10447,IfcWall,WAL-I-002,25.4073,-18.68,1.4916,2.7297,2.9252,3.3235,24.4018,-20.529,0.435,27.1314,-17.6039,3.7585
Springfield,Hillside House,Ground Floor,10461,IfcDoor,DOR-004,25.3496,-18.6586,1.4654,0.6861,0.7272,2.1,24.8248,-18.786,0.45,25.5108,-18.0588,2.55
Springfield,Hillside House,Ground Floor,10466,IfcWall,WAL-I-005,28.9779,-21.7859,3.1931,0.7272,0.6861,1.5949,28.6143,-22.129,2.4,29.3415,-21.4429,3.9949
Springfield,Hillside House,Ground Floor,10504,IfcDoor,DOR-005,28.7416,-21.9677,1.0348,0.7272,0.6861,2.4,28.6143,-22.129,0.0,29.3415,-21.4429,2.4
Springfield,Hillside House,Ground Floor,10495,IfcWall,WAL-I-007,26.2086,-22.6552,1.4073,1.5561,1.6629,3.9923,25.5056,-23.5674,-0.015,27.0617,-21.9045,3.9773
Springfield,Hillside House,Ground Floor,10511,IfcWall,WAL-I-001,24.5658,-21.5492,1.8302,0.8004,0.7542,3.6948,24.1656,-21.9263,-0.015,24.966,-21.1721,3.6798
Springfield,Hillside House,Ground Floor,10518,IfcWall,WAL-I-003,29.148,-20.3535,2.4921,2.3732,2.5417,3.5185,27.4809,-21.1076,0.45,29.8541,-18.5659,3.9685
Springfield,Hillside House,Ground Floor,10516,IfcWall,WAL-I-006,30.0585,-20.7841,1.7555,0.8737,0.8223,3.5599,29.7128,-21.1076,0.435,30.5865,-20.2853,3.9949
Springfield,Hillside House,Ground Floor,10546,IfcDoor,DOR-003,30.337,-20.4844,1.4654,0.654,0.618,2.1,29.8446,-20.985,0.45,30.4986,-20.367,2.55
Springfield,Hillside House,Ground Floor,10558,IfcWall,WAL-I-011,31.8331,-22.2868,1.4122,0.8737,0.8223,5.4674,31.2864,-22.8,-1.065,32.1601,-21.9778,4.4024
Springfield,Hillside House,Ground Floor,10553,IfcWall,WAL-I-016,33.4323,-22.9696,-0.133,1.8843,1.7619,2.53,32.4416,-23.8956,-1.065,34.326,-22.1337,1.465
Springfield,Hillside House,Ground Floor,10611,IfcDoor,DOR-003,33.63,-22.8114,0.1199,0.8073,0.7643,2.137,33.061,-23.3217,-1.05,33.8683,-22.5574,1.087
Springfield,Hillside House,Ground Floor,10599,IfcWall,WAL-I-008,31.4094,-20.8677,0.7681,1.2252,1.1491,5.2343,31.1187,-21.151,-1.065,32.3439,-20.0019,4.1693
Springfield,Hillside House,Ground Floor,10600,IfcWall,WAL-I-036,29.2365,-24.1495,1.5477,2.6267,2.8144,4.6711,27.9354,-25.5698,-0.015,30.5621,-22.7554,4.6561
Springfield,Hillside House,Ground Floor,10612,IfcWallStandardCase,WAL-I-037,29.7709,-26.3397,0.2,1.6401,1.5398,2.53,28.9509,-27.1096,-1.065,30.591,-25.5698,1.465
Springfield,Hillside House,Ground Floor,10617,IfcWall,WAL-I-017,29.1199,-25.2724,1.4795,1.0934,1.0265,4.4772,28.7197,-25.6494,-0.015,29.813,-24.6229,4.4622
Springfield,Hillside House,Ground Floor,10618,IfcWall,WAL-I-018,28.6031,-25.3774,2.2024,0.3797,0.3977,4.4446,28.4132,-25.5762,0.0,28.7929,-25.1786,4.4446
Springfield,Hillside House,Ground Floor,10619,IfcWall,WAL-I-019,28.1525,-25.5573,1.6185,0.654,0.618,4.3828,27.8274,-25.8646,0.0,28.4813,-25.2466,4.3828
Springfield,Hillside House,Ground Floor,10673,IfcDoor,DOR-002,28.3373,-25.4234,1.0154,0.6174,0.5839,2.1,27.842,-25.851,0.0,28.4594,-25.2671,2.1
